org_code,place_name,postcode,country,search_name
RBL14,Arrowe Park Hospital,CH49 5PE,England,"Arrowe Park Hospital, CH49 5PE"
RBL20,Clatterbridge Hospital,CH63 4JY,England,"Clatterbridge Hospital, CH63 4JY"
RBN01,Whiston Hospital,L35 5DR,England,"Whiston Hospital, L35 5DR"
RBN02,St Helens Hospital,WA9 3DA,England,"St Helens Hospital, WA9 3DA"
RBQHQ,Liverpool Heart And Chest Hospital,L14 3PE,England,"Liverpool Heart And Chest Hospital, L14 3PE"
RBS25,Alder Hey Children's Nhs Foundation Trust,L12 2AP,England,"Alder Hey Children's Nhs Foundation Trust, L12 2AP"
RBT20,Leighton Hospital,CW1 4QJ,England,"Leighton Hospital, CW1 4QJ"
RBT21,Victoria Infirmary (Northwich),CW8 1AW,England,"Victoria Infirmary (Northwich), CW8 1AW"
RBV01,The Christie Main Site,M20 4BX,England,"The Christie Main Site, M20 4BX"
RBZ12,North Devon District Hospital,EX31 4JB,England,"North Devon District Hospital, EX31 4JB"
RBZ91,Ilfracombe Tyrrell Hospital,EX34 8JF,England,"Ilfracombe Tyrrell Hospital, EX34 8JF"
RBZ92,Holsworthy Hospital,EX22 6JQ,England,"Holsworthy Hospital, EX22 6JQ"
RBZ95,Bideford Hospital,EX39 3AG,England,"Bideford Hospital, EX39 3AG"
RBZ98,Torrington Hospital,EX38 7BJ,England,"Torrington Hospital, EX38 7BJ"
RBZ99,South Molton Hospital,EX36 4DP,England,"South Molton Hospital, EX36 4DP"
RC110,Bedford Hospital South Wing,MK42 9DJ,England,"Bedford Hospital South Wing, MK42 9DJ"
RC111,Bedford Hospital North Wing,MK40 2NS,England,"Bedford Hospital North Wing, MK40 2NS"
RC971,Luton And Dunstable Hospital,LU4 0DZ,England,"Luton And Dunstable Hospital, LU4 0DZ"
RCB05,St Monicas Hospital,YO61 3JD,England,"St Monicas Hospital, YO61 3JD"
RCB55,The York Hospital,YO31 8HE,England,"The York Hospital, YO31 8HE"
RCBP9,White Cross Rehabilitation Hospital,YO31 8JR,England,"White Cross Rehabilitation Hospital, YO31 8JR"
RCBTV,St Helens Rehabilitation Hospital,YO24 1HD,England,"St Helens Rehabilitation Hospital, YO24 1HD"
RCD01,Harrogate District Hospital,HG2 7SX,England,"Harrogate District Hospital, HG2 7SX"
RCD02,Ripon And District Community Hospital,HG4 2PR,England,"Ripon And District Community Hospital, HG4 2PR"
RCD6D,The New Selby War Memorial Hospital - Harrogate And District Nhs Foundation Trust,YO8 9BX,England,"The New Selby War Memorial Hospital - Harrogate And District Nhs Foundation Trust, YO8 9BX"
RCF22,Airedale General Hospital,BD20 6TD,England,"Airedale General Hospital, BD20 6TD"
RCF30,Castleberg Hospital,BD24 0BN,England,"Castleberg Hospital, BD24 0BN"
RCF31,Skipton General Hospital,BD23 2RJ,England,"Skipton General Hospital, BD23 2RJ"
RCUEF,Sheffield Children's Hospital,S10 2TH,England,"Sheffield Children's Hospital, S10 2TH"
RCX70,The Queen Elizabeth Hospital,PE30 4ET,England,"The Queen Elizabeth Hospital, PE30 4ET"
RD129,Paulton Hospital,BS39 7SB,England,"Paulton Hospital, BS39 7SB"
RD304,Poole Hospital,BH15 2JB,England,"Poole Hospital, BH15 2JB"
RD816,Milton Keynes Hospital,MK6 5LD,England,"Milton Keynes Hospital, MK6 5LD"
RDD02,Basildon Hospital - Dermatology Canvey Island,SS8 0JA,England,"Basildon Hospital - Dermatology Canvey Island, SS8 0JA"
RDD03,Basildon Hospital - Dermatology Benfleet,SS7 4EX,England,"Basildon Hospital - Dermatology Benfleet, SS7 4EX"
RDDH0,Basildon University Hospital,SS16 5NL,England,"Basildon University Hospital, SS16 5NL"
RDEE4,Colchester General Hospital,CO4 5JL,England,"Colchester General Hospital, CO4 5JL"
RDEEB,Essex County Hospital,CO3 3NB,England,"Essex County Hospital, CO3 3NB"
RDEEK,Halstead Hospital,CO9 2DL,England,"Halstead Hospital, CO9 2DL"
RDR2V,Bognor Regis War Memorial Hospital,PO22 9PP,England,"Bognor Regis War Memorial Hospital, PO22 9PP"
RDU01,Frimley Park Hospital,GU16 7UJ,England,"Frimley Park Hospital, GU16 7UJ"
RDY10,St Ann's Hospital,BH13 7LN,England,"St Ann's Hospital, BH13 7LN"
RDYFX,Nightingale House/Court/Florence House,BH4 8EW,England,"Nightingale House/Court/Florence House, BH4 8EW"
RDY22,Alderney Hospital,BH12 4NB,England,"Alderney Hospital, BH12 4NB"
RDY32,Kimmeridge Court,BH13 7LN,England,"Kimmeridge Court, BH13 7LN"
RDY38,Fairmile House,BH23 2JT,England,"Fairmile House, BH23 2JT"
RDYMR,Pebble Lodge,BH4 8EW,England,"Pebble Lodge, BH4 8EW"
RDYCV,Oakcroft,BH21 1RR,England,"Oakcroft, BH21 1RR"
RDYEF,Weymouth Community Hospital,DT4 7TB,England,"Weymouth Community Hospital, DT4 7TB"
RDYEG,Westhaven Hospital,DT4 0QE,England,"Westhaven Hospital, DT4 0QE"
RDYEH,Portland Hospital,DT5 1AX,England,"Portland Hospital, DT5 1AX"
RDYEJ,Bridport Community Hospital,DT6 5DR,England,"Bridport Community Hospital, DT6 5DR"
RDYER,Blandford Community Hospital,DT11 7DD,England,"Blandford Community Hospital, DT11 7DD"
RDYEY,Westminster Memorial Hospital,SP7 8BD,England,"Westminster Memorial Hospital, SP7 8BD"
RDYFC,Yeatman Hospital,DT9 3JU,England,"Yeatman Hospital, DT9 3JU"
RDYFD,Wareham Community Hospital,BH20 4QQ,England,"Wareham Community Hospital, BH20 4QQ"
RDYFE,Victoria Hospital,BH21 1ER,England,"Victoria Hospital, BH21 1ER"
RDYFF,Swanage Community Hospital,BH19 2ES,England,"Swanage Community Hospital, BH19 2ES"
RDYFG,St Leonards Community Hospital (Dorset),BH24 2RR,England,"St Leonards Community Hospital (Dorset), BH24 2RR"
RDZ05,Christchurch Hospital,BH23 2JX,England,"Christchurch Hospital, BH23 2JX"
RDZ20,Royal Bournemouth Hospital,BH7 7DW,England,"Royal Bournemouth Hospital, BH7 7DW"
RE906,Elmville Unit At Monkton Hall,NE32 5NN,England,"Elmville Unit At Monkton Hall, NE32 5NN"
RE9GA,South Tyneside District Hospital,NE34 0PL,England,"South Tyneside District Hospital, NE34 0PL"
RE9GC,Primrose Hill Hospital,NE32 5HA,England,"Primrose Hill Hospital, NE32 5HA"
RE9GF,Palmer Community Hospital,NE32 3UX,England,"Palmer Community Hospital, NE32 3UX"
REF01,West Cornwall Hospital (Penzance),TR18 2PF,England,"West Cornwall Hospital (Penzance), TR18 2PF"
REF02,St Michael's Hospital,TR27 4JA,England,"St Michael's Hospital, TR27 4JA"
REF12,Royal Cornwall Hospital (Treliske),TR1 3LQ,England,"Royal Cornwall Hospital (Treliske), TR1 3LQ"
REM21,Aintree University Hospital,L9 7AL,England,"Aintree University Hospital, L9 7AL"
REMRQ,Royal Liverpool University Hospital,L7 8XP,England,"Royal Liverpool University Hospital, L7 8XP"
REP01,Liverpool Women's Nhs Foundation Trust,L8 7SS,England,"Liverpool Women's Nhs Foundation Trust, L8 7SS"
RET20,The Walton Centre,L9 7LJ,England,"The Walton Centre, L9 7LJ"
RF4DG,King George Hospital,IG3 8YB,England,"King George Hospital, IG3 8YB"
RF4QH,Queen's Hospital,RM7 0AG,England,"Queen's Hospital, RM7 0AG"
RFFAA,Barnsley Hospital,S75 2EP,England,"Barnsley Hospital, S75 2EP"
RFRPA,Rotherham Hospital,S60 2UD,England,"Rotherham Hospital, S60 2UD"
RFSDA,Chesterfield Royal Hospital,S44 5BL,England,"Chesterfield Royal Hospital, S44 5BL"
RGD05,The Mount,LS2 9LN,England,"The Mount, LS2 9LN"
RGD17,St Mary's Hospital,LS12 3QE,England,"St Mary's Hospital, LS12 3QE"
RGDAB,Newsam Centre,LS14 6WB,England,"Newsam Centre, LS14 6WB"
RGDBL,Becklin Centre,LS9 7BE,England,"Becklin Centre, LS9 7BE"
RGM21,Royal Papworth Hospital,CB2 0AY,England,"Royal Papworth Hospital, CB2 0AY"
RGN49,Stamford And Rutland Hospital,PE9 1UA,England,"Stamford And Rutland Hospital, PE9 1UA"
RGP75,James Paget University Hospital,NR31 6LA,England,"James Paget University Hospital, NR31 6LA"
RGR50,West Suffolk Hospital,IP33 2QZ,England,"West Suffolk Hospital, IP33 2QZ"
RGT01,Addenbrooke's,CB2 0QQ,England,"Addenbrooke's, CB2 0QQ"
RGT32,Rosie Hospital,CB2 0QQ,England,"Rosie Hospital, CB2 0QQ"
RGT49,Royston Hospital,SG8 9EN,England,"Royston Hospital, SG8 9EN"
RGT50,Saffron Walden Community Hospital,CB11 3HY,England,"Saffron Walden Community Hospital, CB11 3HY"
RH5F1,Wellington Community Hospital,TA21 8QQ,England,"Wellington Community Hospital, TA21 8QQ"
RH5F2,Chard  Community Hospital,TA20 1NF,England,"Chard  Community Hospital, TA20 1NF"
RH5F5,Minehead Community Hospital,TA24 6DF,England,"Minehead Community Hospital, TA24 6DF"
RH5F6,Williton Community Hospital,TA4 4RA,England,"Williton Community Hospital, TA4 4RA"
RH5F7,Shepton Mallet Community Hospital,BA4 4PG,England,"Shepton Mallet Community Hospital, BA4 4PG"
RH5F8,West Mendip Community Hospital,BA6 8JD,England,"West Mendip Community Hospital, BA6 8JD"
RH5F9,Crewkerne Community Hospital,TA18 8BG,England,"Crewkerne Community Hospital, TA18 8BG"
RH5G1,South Petherton Community Hospital,TA13 5EF,England,"South Petherton Community Hospital, TA13 5EF"
RH5G2,Wincanton Community Hospital,BA9 9DQ,England,"Wincanton Community Hospital, BA9 9DQ"
RH5G3,Dene Barton Community Hospital,TA4 1DD,England,"Dene Barton Community Hospital, TA4 1DD"
RH5G5,Frome Community Hospital,BA11 2FH,England,"Frome Community Hospital, BA11 2FH"
RH801,Royal Devon And Exeter Hospital (Wonford),EX2 5DW,England,"Royal Devon And Exeter Hospital (Wonford), EX2 5DW"
RH802,Heavitree Hospital,EX1 2ED,England,"Heavitree Hospital, EX1 2ED"
RH833,Okehampton Community Hospital,EX20 1PN,England,"Okehampton Community Hospital, EX20 1PN"
RH834,Ottery St Mary Hospital,EX11 1DN,England,"Ottery St Mary Hospital, EX11 1DN"
RH853,Tiverton And District Hospital,EX16 6NT,England,"Tiverton And District Hospital, EX16 6NT"
RH854,Honiton Hospital,EX14 2DE,England,"Honiton Hospital, EX14 2DE"
RH857,Axminster Hospital,EX13 5DU,England,"Axminster Hospital, EX13 5DU"
RH858,Exmouth Hospital,EX8 2JN,England,"Exmouth Hospital, EX8 2JN"
RH859,Victoria Hospital (Sidmouth),EX10 8EW,England,"Victoria Hospital (Sidmouth), EX10 8EW"
RHA04,Rampton Hospital,DN22 0PD,England,"Rampton Hospital, DN22 0PD"
RHANN,Lings Bar Hospital,NG2 6PR,England,"Lings Bar Hospital, NG2 6PR"
RHM01,Southampton General Hospital,SO16 6YD,England,"Southampton General Hospital, SO16 6YD"
RHM12,Princess Anne Hospital,SO16 5YA,England,"Princess Anne Hospital, SO16 5YA"
RHQCC,Charles Clifford Dental Hospital,S10 2SZ,England,"Charles Clifford Dental Hospital, S10 2SZ"
RHQHH,Royal Hallamshire Hospital,S10 2JF,England,"Royal Hallamshire Hospital, S10 2JF"
RHQNG,Northern General Hospital,S5 7AU,England,"Northern General Hospital, S5 7AU"
RHQRT,Rotherham District General Hospital,S60 2UD,England,"Rotherham District General Hospital, S60 2UD"
RHQWP,Weston Park Hospital,S10 2SJ,England,"Weston Park Hospital, S10 2SJ"
RHU02,St Mary,PO3 6AD,England,"St Mary, PO3 6AD"
RHU03,Queen Alexandra Hospital,PO6 3LY,England,"Queen Alexandra Hospital, PO6 3LY"
RHU10,Gosport War Memorial Hospital - Portsmouth Hospitals Nhs Trust,PO12 3PW,England,"Gosport War Memorial Hospital - Portsmouth Hospitals Nhs Trust, PO12 3PW"
RHW01,Royal Berkshire Hospital,RG1 5AN,England,"Royal Berkshire Hospital, RG1 5AN"
RHW03,Prince Charles Eye Unit,SL4 3DP,England,"Prince Charles Eye Unit, SL4 3DP"
RJ121,Guy's Hospital,SE1 9RT,England,"Guy's Hospital, SE1 9RT"
RJ122,St Thomas',SE1 7EH,England,"St Thomas', SE1 7EH"
RJ224,University Hospital Lewisham,SE13 6LH,England,"University Hospital Lewisham, SE13 6LH"
RJ611,Croydon University Hospital,CR7 7YE,England,"Croydon University Hospital, CR7 7YE"
RJ613,Purley War Memorial Hospital,CR8 2YL,England,"Purley War Memorial Hospital, CR8 2YL"
RJ701,St George's Hospital,SW17 0QT,England,"St George's Hospital, SW17 0QT"
RJ731,Queen Mary - St George's University Hospitals Nhs Foundation Trust,SW15 5PN,England,"Queen Mary - St George's University Hospitals Nhs Foundation Trust, SW15 5PN"
RJ801,St Austell Community Hospital - Cornwall Partnership Nhs Foundation Trust,PL26 6AD,England,"St Austell Community Hospital - Cornwall Partnership Nhs Foundation Trust, PL26 6AD"
RJ807,Newquay Hospital - Cornwall Partnership Nhs Foundation Trust,TR7 1RQ,England,"Newquay Hospital - Cornwall Partnership Nhs Foundation Trust, TR7 1RQ"
RJ817,Camborne Redruth Community Hospital - Cornwall Partnership Nhs Foundation Trust,TR15 3ER,England,"Camborne Redruth Community Hospital - Cornwall Partnership Nhs Foundation Trust, TR15 3ER"
RJ866,Bodmin Hospital - Cornwall Partnership Nhs Foundation Trust,PL31 2QT,England,"Bodmin Hospital - Cornwall Partnership Nhs Foundation Trust, PL31 2QT"
RJ867,Stratton Hospital - Cornwall Partnership Nhs Foundation Trust,EX23 9BR,England,"Stratton Hospital - Cornwall Partnership Nhs Foundation Trust, EX23 9BR"
RJ870,Launceston Hospital - Cornwall Partnership Nhs Foundation Trust,PL15 9JD,England,"Launceston Hospital - Cornwall Partnership Nhs Foundation Trust, PL15 9JD"
RJC02,Warwick Hospital,CV34 5BW,England,"Warwick Hospital, CV34 5BW"
RJC03,Stratford Hospital,CV37 6NX,England,"Stratford Hospital, CV37 6NX"
RJC04,Ellen Badger Hospital,CV36 4AX,England,"Ellen Badger Hospital, CV36 4AX"
RJE01,Royal Stoke University Hospital,ST4 6QG,England,"Royal Stoke University Hospital, ST4 6QG"
RJL32,Scunthorpe General Hospital,DN15 7BH,England,"Scunthorpe General Hospital, DN15 7BH"
RJN63,Congleton War Memorial Hospital,CW12 3AR,England,"Congleton War Memorial Hospital, CW12 3AR"
RJN68,Knutsford And District Community Hospital,WA16 0BT,England,"Knutsford And District Community Hospital, WA16 0BT"
RJN71,Macclesfield District General Hospital,SK10 3BL,England,"Macclesfield District General Hospital, SK10 3BL"
RJR05,Countess Of Chester Hospital,CH2 1HJ,England,"Countess Of Chester Hospital, CH2 1HJ"
RJR60,Ellesmere Port Hospital,CH65 6SG,England,"Ellesmere Port Hospital, CH65 6SG"
RJZ01,King's College Hospital,SE5 9RS,England,"King's College Hospital, SE5 9RS"
RK5BC,King's Mill Hospital,NG17 4JL,England,"King's Mill Hospital, NG17 4JL"
RK5BL,Mansfield Community Hospital,NG18 5QJ,England,"Mansfield Community Hospital, NG18 5QJ"
RK5HP,Newark Hospital,NG24 4DE,England,"Newark Hospital, NG24 4DE"
RK950,Derriford Hospital,PL6 8DH,England,"Derriford Hospital, PL6 8DH"
RK953,Royal Eye Infirmary,PL6 8DH,England,"Royal Eye Infirmary, PL6 8DH"
RKB01,University Hospital (Coventry),CV2 2DX,England,"University Hospital (Coventry), CV2 2DX"
RKB03,Hospital Of St Cross,CV22 5PX,England,"Hospital Of St Cross, CV22 5PX"
RKEHC,Hornsey Central Neighbourhood Health Centre,N8 8JD,England,"Hornsey Central Neighbourhood Health Centre, N8 8JD"
RKEQ4,The Whittington Hospital,N19 5NF,England,"The Whittington Hospital, N19 5NF"
RKL48,Cassel Hospital,TW10 7JF,England,"Cassel Hospital, TW10 7JF"
RKL51,Broadmoor Hospital,RG45 7EG,England,"Broadmoor Hospital, RG45 7EG"
RL131,The Robert Jones And Agnes Hunt Orthopaedic Hospital,SY10 7AG,England,"The Robert Jones And Agnes Hunt Orthopaedic Hospital, SY10 7AG"
RL403,New Cross Hospital,WV10 0QP,England,"New Cross Hospital, WV10 0QP"
RLNGL,Sunderland Royal Hospital,SR4 7TP,England,"Sunderland Royal Hospital, SR4 7TP"
RLNGM,Sunderland Eye Infirmary,SR2 9HP,England,"Sunderland Eye Infirmary, SR2 9HP"
RLT01,George Eliot Hospital,CV10 7DJ,England,"George Eliot Hospital, CV10 7DJ"
RLY88,Harplands Hospital,ST4 6RR,England,"Harplands Hospital, ST4 6RR"
RM102,Norfolk And Norwich University Hospital,NR4 7UY,England,"Norfolk And Norwich University Hospital, NR4 7UY"
RM131,Cromer And District Hospital,NR27 0BQ,England,"Cromer And District Hospital, NR27 0BQ"
RM301,Salford Royal,M6 8HD,England,"Salford Royal, M6 8HD"
RMC01,Royal Bolton Hospital,BL4 0JR,England,"Royal Bolton Hospital, BL4 0JR"
RMP01,Tameside & Glossop Integrated Care Nhs Foundation Trust,OL6 9RW,England,"Tameside & Glossop Integrated Care Nhs Foundation Trust, OL6 9RW"
RMY01,Wellbeing Norfolk & Waveney,NR6 5BE,England,"Wellbeing Norfolk & Waveney, NR6 5BE"
RMY02,Julian Hospital,NR2 3TD,England,"Julian Hospital, NR2 3TD"
RMY09,Bickley Day Hospital,NR17 2QE,England,"Bickley Day Hospital, NR17 2QE"
RMY13,Carlton Court,NR33 8AG,England,"Carlton Court, NR33 8AG"
RN313,Savernake Hospital,SN8 3HL,England,"Savernake Hospital, SN8 3HL"
RN325,The Great Western Hospital,SN3 6BB,England,"The Great Western Hospital, SN3 6BB"
RN333,Chippenham Community Hospital,SN15 2AJ,England,"Chippenham Community Hospital, SN15 2AJ"
RN334,Trowbridge Community Hospital,BA14 8PH,England,"Trowbridge Community Hospital, BA14 8PH"
RN506,Basingstoke And North Hampshire Hospital,RG24 9NA,England,"Basingstoke And North Hampshire Hospital, RG24 9NA"
RN541,Royal Hampshire County Hospital,SO22 5DG,England,"Royal Hampshire County Hospital, SO22 5DG"
RN542,Andover War Memorial Hospital,SP10 3LB,England,"Andover War Memorial Hospital, SP10 3LB"
RN707,Darent Valley Hospital,DA2 8DA,England,"Darent Valley Hospital, DA2 8DA"
RNA01,Russells Hall Hospital,DY1 2HQ,England,"Russells Hall Hospital, DY1 2HQ"
RNA02,Guest Hospital,DY1 4SE,England,"Guest Hospital, DY1 4SE"
RNA04,Corbett Hospital,DY8 4JB,England,"Corbett Hospital, DY8 4JB"
RNLAY,Cumberland Infirmary,CA2 7HY,England,"Cumberland Infirmary, CA2 7HY"
RNLBX,West Cumberland Hospital,CA28 8JG,England,"West Cumberland Hospital, CA28 8JG"
RNNBE,Penrith Hospital,CA11 8HX,England,"Penrith Hospital, CA11 8HX"
RNNCB,Cockermouth Community Hospital,CA13 9HT,England,"Cockermouth Community Hospital, CA13 9HT"
RNQ51,Kettering General Hospital,NN16 8UZ,England,"Kettering General Hospital, NN16 8UZ"
RNZ02,Salisbury District Hospital,SP2 8BJ,England,"Salisbury District Hospital, SP2 8BJ"
RNZ69,Devizes Community Hospital,SN10 1EF,England,"Devizes Community Hospital, SN10 1EF"
RP1A1,St Mary's Hospital,NN15 7PW,England,"St Mary's Hospital, NN15 7PW"
RP1F2,Isebrook Hospital,NN8 1LP,England,"Isebrook Hospital, NN8 1LP"
RP401,Great Ormond Street Hospital,WC1N 3JH,England,"Great Ormond Street Hospital, WC1N 3JH"
RP5BA,Bassetlaw Hospital,S81 0BD,England,"Bassetlaw Hospital, S81 0BD"
RP5DR,Doncaster Royal Infirmary,DN2 5LT,England,"Doncaster Royal Infirmary, DN2 5LT"
RP5MM,Montagu Hospital,S64 0AZ,England,"Montagu Hospital, S64 0AZ"
RP5RE,Retford Hospital,DN22 7XF,England,"Retford Hospital, DN22 7XF"
RP601,Moorfields Eye Hospital (City Road),EC1V 2PD,England,"Moorfields Eye Hospital (City Road), EC1V 2PD"
RP7EV,Peter Hodgkinson Centre - Charlesworth Ward & Conolly Ward,LN2 5QY,England,"Peter Hodgkinson Centre - Charlesworth Ward & Conolly Ward, LN2 5QY"
RP7LP,Manthorpe Centre,NG31 8DG,England,"Manthorpe Centre, NG31 8DG"
RPA02,Medway Maritime Hospital,ME7 5NY,England,"Medway Maritime Hospital, ME7 5NY"
RPC04,Queen Victoria Hospital (East Grinstead),RH19 3DZ,England,"Queen Victoria Hospital (East Grinstead), RH19 3DZ"
RPGAD,Green Parks House,BR6 8NY,England,"Green Parks House, BR6 8NY"
RPGAE,Oxleas House,SE18 4QH,England,"Oxleas House, SE18 4QH"
RPGAG,Memorial Hospital (Greenwich),SE18 3RG,England,"Memorial Hospital (Greenwich), SE18 3RG"
RPGHF,Queen Mary,DA14 6LT,England,"Queen Mary, DA14 6LT"
RPY01,The Royal Marsden Hospital (London),SW3 6JJ,England,"The Royal Marsden Hospital (London), SW3 6JJ"
RPY02,The Royal Marsden Hospital (Surrey),SM2 5PT,England,"The Royal Marsden Hospital (Surrey), SM2 5PT"
RQ301,Birmingham Children's Hospital,B4 6NH,England,"Birmingham Children's Hospital, B4 6NH"
RQ8L0,Broomfield Hospital,CM1 7ET,England,"Broomfield Hospital, CM1 7ET"
RQ8LF,St Michael's Hospital,CM7 2QU,England,"St Michael's Hospital, CM7 2QU"
RQ8LJ,St Peter's Hospital,CM9 6EG,England,"St Peter's Hospital, CM9 6EG"
RQ8LK,William Julien Courtauld Hospital,CM7 2LJ,England,"William Julien Courtauld Hospital, CM7 2LJ"
RQ8PX,Phoenix Hospital,SS0 9AG,England,"Phoenix Hospital, SS0 9AG"
RQ8RR,Braintree Community Hospital,CM7 2AL,England,"Braintree Community Hospital, CM7 2AL"
RQM01,Chelsea And Westminster Hospital,SW10 9NH,England,"Chelsea And Westminster Hospital, SW10 9NH"
RQWG0,Princess Alexandra Hospital,CM20 1QX,England,"Princess Alexandra Hospital, CM20 1QX"
RQXM1,Homerton University Hospital,E9 6SR,England,"Homerton University Hospital, E9 6SR"
RQY01,Springfield University Hospital,SW17 7DJ,England,"Springfield University Hospital, SW17 7DJ"
RQY05,Barnes Hospital,SW14 8SU,England,"Barnes Hospital, SW14 8SU"
RQY08,Tolworth Hospital,KT6 7QU,England,"Tolworth Hospital, KT6 7QU"
RR7EN,Queen Elizabeth Hospital,NE9 6SX,England,"Queen Elizabeth Hospital, NE9 6SX"
RR7ER,Dunston Hill Hospital,NE11 9QT,England,"Dunston Hill Hospital, NE11 9QT"
RR801,Leeds General Infirmary,LS1 3EX,England,"Leeds General Infirmary, LS1 3EX"
RR802,Leeds Dental Hospital,LS2 9LU,England,"Leeds Dental Hospital, LS2 9LU"
RR807,Wharfedale Hospital,LS21 2LY,England,"Wharfedale Hospital, LS21 2LY"
RR813,St James's Hospital,LS9 7TF,England,"St James's Hospital, LS9 7TF"
RR814,Seacroft Hospital,LS14 6UH,England,"Seacroft Hospital, LS14 6UH"
RR819,Chapel Allerton Hospital,LS7 4SA,England,"Chapel Allerton Hospital, LS7 4SA"
RRE11,St George's,ST16 3SR,England,"St George's, ST16 3SR"
RRF01,Leigh Infirmary,WN7 1HS,England,"Leigh Infirmary, WN7 1HS"
RRF02,Royal Albert Edward Infirmary,WN1 2NN,England,"Royal Albert Edward Infirmary, WN1 2NN"
RRF53,Wrightington Hospital,WN6 9EP,England,"Wrightington Hospital, WN6 9EP"
RRJ05,Royal Orthopaedic Hospital,B31 2AP,England,"Royal Orthopaedic Hospital, B31 2AP"
RRK15,Queen Elizabeth Hospital Birmingham,B15 2WB,England,"Queen Elizabeth Hospital Birmingham, B15 2WB"
RRV03,University College Hospital,NW1 2BU,England,"University College Hospital, NW1 2BU"
RRV30,University College Hospital At Westmoreland Street,W1G 8PH,England,"University College Hospital At Westmoreland Street, W1G 8PH"
RRV60,The Royal London Hospital For Integrated Medicine,WC1N 3HR,England,"The Royal London Hospital For Integrated Medicine, WC1N 3HR"
RRV92,Uclh Outreach: The Princess Grace Hospital,W1U 5NY,England,"Uclh Outreach: The Princess Grace Hospital, W1U 5NY"
RRVRH,Hospital For Tropical Diseases,WC1E 6JD,England,"Hospital For Tropical Diseases, WC1E 6JD"
RT113,Fulbourn Hospital,CB21 5EF,England,"Fulbourn Hospital, CB21 5EF"
RT301,Harefield Hospital,UB9 6JH,England,"Harefield Hospital, UB9 6JH"
RT302,Royal Brompton Hospital,SW3 6NP,England,"Royal Brompton Hospital, SW3 6NP"
RTD01,Freeman Hospital,NE7 7DN,England,"Freeman Hospital, NE7 7DN"
RTD02,The Royal Victoria Infirmary,NE1 4LP,England,"The Royal Victoria Infirmary, NE1 4LP"
RTD04,Newcastle Dental Hospital,NE2 4AZ,England,"Newcastle Dental Hospital, NE2 4AZ"
RTD10,Great North Childrens Hospital,NE1 4LP,England,"Great North Childrens Hospital, NE1 4LP"
RTE01,Cheltenham General Hospital,GL53 7AN,England,"Cheltenham General Hospital, GL53 7AN"
RTE03,Gloucestershire Royal Hospital,GL1 3NN,England,"Gloucestershire Royal Hospital, GL1 3NN"
RTE22,Moore Cottage Hospital,GL54 2AZ,England,"Moore Cottage Hospital, GL54 2AZ"
RTE57,Thirlestaine Breast Centre,GL53 7AS,England,"Thirlestaine Breast Centre, GL53 7AS"
RTE64,Tetbury Hospital,GL8 8XB,England,"Tetbury Hospital, GL8 8XB"
RTFDH,Berwick Infirmary,TD15 1LT,England,"Berwick Infirmary, TD15 1LT"
RTFDJ,Alnwick Infirmary,NE66 2NS,England,"Alnwick Infirmary, NE66 2NS"
RTFDR,Hexham General Hospital,NE46 1QJ,England,"Hexham General Hospital, NE46 1QJ"
RTFDU,Haltwhistle War Memorial Hospital,NE49 9AJ,England,"Haltwhistle War Memorial Hospital, NE49 9AJ"
RTFDX,Blyth Community Hospital,NE24 1DX,England,"Blyth Community Hospital, NE24 1DX"
RTFED,Wansbeck General Hospital,NE63 9JJ,England,"Wansbeck General Hospital, NE63 9JJ"
RTFEF,Rothbury Community Hospital,NE65 7RW,England,"Rothbury Community Hospital, NE65 7RW"
RTFFS,North Tyneside General Hospital,NE29 8NH,England,"North Tyneside General Hospital, NE29 8NH"
RTGFA,London Road Community Hospital,DE1 2QY,England,"London Road Community Hospital, DE1 2QY"
RTGFG,Royal Derby Hospital,DE22 3NE,England,"Royal Derby Hospital, DE22 3NE"
RTH02,Churchill Hospital,OX3 7LE,England,"Churchill Hospital, OX3 7LE"
RTH05,Horton General Hospital,OX16 9AL,England,"Horton General Hospital, OX16 9AL"
RTH08,John Radcliffe Hospital,OX3 9DU,England,"John Radcliffe Hospital, OX3 9DU"
RTK01,St Peter's Hospital,KT16 0PZ,England,"St Peter's Hospital, KT16 0PZ"
RTK02,Ashford Hospital,TW15 3AA,England,"Ashford Hospital, TW15 3AA"
RTR03,East Cleveland Hospital,TS12 2FF,England,"East Cleveland Hospital, TS12 2FF"
RTR45,Friarage Hospital,DL6 1JG,England,"Friarage Hospital, DL6 1JG"
RTRAQ,Guisborough General Hospital,TS14 6HZ,England,"Guisborough General Hospital, TS14 6HZ"
RTRAT,The James Cook University Hospital,TS4 3BW,England,"The James Cook University Hospital, TS4 3BW"
RTX02,Royal Lancaster Infirmary,LA1 4RP,England,"Royal Lancaster Infirmary, LA1 4RP"
RTXBU,Furness General Hospital,LA14 4LF,England,"Furness General Hospital, LA14 4LF"
RTXBW,Westmorland General Hospital,LA9 7RG,England,"Westmorland General Hospital, LA9 7RG"
RV346,The Gordon Hospital,SW1V 2RH,England,"The Gordon Hospital, SW1V 2RH"
RV3AN,The Riverside Centre,UB8 3NN,England,"The Riverside Centre, UB8 3NN"
RV502,Lambeth Hospital,SW9 9NU,England,"Lambeth Hospital, SW9 9NU"
RV504,Maudsley Hospital,SE5 8AZ,England,"Maudsley Hospital, SE5 8AZ"
